participant_id,activity_date,activity_type,topic,municipality,gender,age_group,role,decision_making_role,event_speaker,coordination_role,responsibility_level,leadership_role
1394,2026-03-10,Campaign Activity,Youth Policy,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
2060,2026-03-10,Survey,Gender Equality,Yekaterinburg,Female,25-34,Analyst,No,No,No,Professional,No
2356,2026-03-10,Community Outreach,Entrepreneurship,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
555,2026-03-11,Community Outreach,Economic Policy,Yekaterinburg,Female,45-54,Coordinator,No,Yes,Yes,Leadership,Yes
972,2026-03-11,Educational Event,Entrepreneurship,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No
984,2026-03-11,Media Activity,Economic Policy,Pervouralsk,Female,35-44,Participant,No,No,No,Basic,No
997,2026-03-11,Campaign Activity,Education,Yekaterinburg,Male,25-34,Volunteer,No,No,Yes,Basic,No
1001,2026-03-11,Community Outreach,Social Policy,Nizhny Tagil,Female,35-44,Participant,Yes,No,No,Basic,No
1310,2026-03-11,Public Event,Education,Yekaterinburg,Male,25-34,Coordinator,Yes,No,Yes,Leadership,Yes
1684,2026-03-11,Campaign Activity,Economic Policy,Serov,Female,35-44,Participant,No,No,No,Basic,No
1922,2026-03-11,Public Event,Local Government,Pervouralsk,Female,25-34,Organizer,Yes,No,Yes,Leadership,Yes
2553,2026-03-11,Campaign Activity,Youth Policy,Yekaterinburg,Male,45-54,Volunteer,Yes,No,No,Basic,No
2655,2026-03-11,Media Activity,Education,Yekaterinburg,Female,18-24,Volunteer,No,No,No,Basic,No
2748,2026-03-11,Government Interaction,Economic Policy,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
2996,2026-03-11,Campaign Activity,Local Government,Kamensk-Uralsky,Male,18-24,Speaker,No,Yes,No,Visible,No
778,2026-03-12,Meeting,Gender Equality,Pervouralsk,Female,35-44,Participant,No,No,No,Basic,No
1614,2026-03-12,Media Activity,Youth Policy,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
1762,2026-03-12,Meeting,Education,Nizhny Tagil,Female,18-24,Volunteer,Yes,No,No,Basic,No
1793,2026-03-12,Media Activity,Economic Policy,Yekaterinburg,Female,25-34,Analyst,Yes,No,No,Professional,No
2279,2026-03-12,Government Interaction,Economic Policy,Yekaterinburg,Male,18-24,Participant,No,No,No,Basic,No
2529,2026-03-12,Community Outreach,Education,Kamensk-Uralsky,Male,18-24,Participant,No,No,No,Basic,No
2900,2026-03-12,Community Outreach,Gender Equality,Revda,Female,18-24,Participant,No,No,No,Basic,No
3471,2026-03-12,Government Interaction,Economic Policy,Nizhny Tagil,Female,18-24,Participant,No,No,No,Basic,No
1311,2026-03-13,Meeting,Transport,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No
1648,2026-03-13,Public Event,Economic Policy,Kamensk-Uralsky,Male,25-34,Participant,No,No,No,Basic,No
263,2026-03-14,Government Interaction,Housing,Nizhny Tagil,Female,25-34,Volunteer,No,No,No,Basic,No
549,2026-03-14,Campaign Activity,Local Government,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
1589,2026-03-14,Educational Event,Youth Policy,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No
2223,2026-03-14,Government Interaction,Education,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
2398,2026-03-14,Educational Event,Social Policy,Nizhny Tagil,Female,18-24,Analyst,Yes,No,Yes,Professional,No
2490,2026-03-14,Government Interaction,Entrepreneurship,Nizhny Tagil,Male,35-44,Speaker,No,Yes,No,Visible,No
2978,2026-03-14,Survey,Housing,Yekaterinburg,Male,18-24,Speaker,No,Yes,No,Visible,No
3150,2026-03-14,Government Interaction,Gender Equality,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
193,2026-03-15,Meeting,Gender Equality,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
781,2026-03-15,Community Outreach,Housing,Yekaterinburg,Female,25-34,Volunteer,Yes,No,No,Basic,No
869,2026-03-15,Media Activity,Local Government,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No
1477,2026-03-15,Community Outreach,Housing,Yekaterinburg,Female,25-34,Speaker,No,Yes,No,Visible,No
1583,2026-03-15,Meeting,Entrepreneurship,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No
1609,2026-03-15,Meeting,Entrepreneurship,Revda,Female,18-24,Participant,No,No,No,Basic,No
2368,2026-03-15,Public Event,Local Government,Kamensk-Uralsky,Female,25-34,Participant,Yes,No,No,Basic,No
3374,2026-03-15,Media Activity,Housing,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
33,2026-03-16,Community Outreach,Social Policy,Yekaterinburg,Female,55+,Participant,No,No,No,Basic,No
242,2026-03-16,Community Outreach,Housing,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
541,2026-03-16,Campaign Activity,Local Government,Asbest,Male,35-44,Coordinator,No,Yes,Yes,Leadership,Yes
661,2026-03-16,Media Activity,Gender Equality,Yekaterinburg,Female,25-34,Volunteer,No,No,No,Basic,No
1322,2026-03-16,Meeting,Gender Equality,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
2131,2026-03-16,Public Event,Youth Policy,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No
2949,2026-03-16,Government Interaction,Local Government,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No
3165,2026-03-16,Public Event,Youth Policy,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
3189,2026-03-16,Survey,Youth Policy,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
3385,2026-03-16,Public Event,Transport,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
120,2026-03-17,Community Outreach,Housing,Serov,Male,25-34,Coordinator,Yes,Yes,Yes,Leadership,Yes
453,2026-03-17,Community Outreach,Gender Equality,Kamensk-Uralsky,Male,18-24,Speaker,No,Yes,No,Visible,No
617,2026-03-17,Government Interaction,Transport,Yekaterinburg,Male,55+,Participant,Yes,No,No,Basic,No
1189,2026-03-17,Meeting,Entrepreneurship,Yekaterinburg,Female,18-24,Volunteer,No,No,No,Basic,No
3147,2026-03-17,Community Outreach,Economic Policy,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No
164,2026-03-18,Public Event,Housing,Yekaterinburg,Female,35-44,Coordinator,Yes,Yes,Yes,Leadership,Yes
173,2026-03-18,Government Interaction,Local Government,Yekaterinburg,Female,35-44,Organizer,Yes,No,Yes,Leadership,Yes
666,2026-03-18,Community Outreach,Local Government,Nizhny Tagil,Male,25-34,Volunteer,No,No,No,Basic,No
876,2026-03-18,Government Interaction,Social Policy,Yekaterinburg,Male,35-44,Volunteer,No,No,No,Basic,No
1050,2026-03-18,Campaign Activity,Entrepreneurship,Nizhny Tagil,Female,25-34,Volunteer,No,No,No,Basic,No
1381,2026-03-18,Media Activity,Housing,Nizhny Tagil,Female,35-44,Participant,No,No,No,Basic,No
1726,2026-03-18,Meeting,Youth Policy,Asbest,Female,35-44,Volunteer,No,No,No,Basic,No
1901,2026-03-18,Meeting,Youth Policy,Yekaterinburg,Male,18-24,Participant,No,No,No,Basic,No
1949,2026-03-18,Government Interaction,Healthcare,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No
2019,2026-03-18,Community Outreach,Education,Yekaterinburg,Male,25-34,Coordinator,No,Yes,Yes,Leadership,Yes
2111,2026-03-18,Survey,Transport,Yekaterinburg,Male,18-24,Organizer,Yes,Yes,Yes,Leadership,Yes
2251,2026-03-18,Media Activity,Transport,Yekaterinburg,Male,35-44,Volunteer,No,No,No,Basic,No
2522,2026-03-18,Campaign Activity,Social Policy,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No
3027,2026-03-18,Community Outreach,Housing,Revda,Female,25-34,Speaker,No,Yes,No,Visible,No
3542,2026-03-18,Government Interaction,Entrepreneurship,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
562,2026-03-19,Public Event,Youth Policy,Yekaterinburg,Female,25-34,Speaker,No,Yes,No,Visible,No
768,2026-03-19,Community Outreach,Transport,Pervouralsk,Female,25-34,Organizer,No,No,Yes,Leadership,Yes
1511,2026-03-19,Meeting,Entrepreneurship,Yekaterinburg,Female,55+,Participant,No,No,No,Basic,No
2724,2026-03-19,Meeting,Education,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No
167,2026-03-20,Community Outreach,Transport,Pervouralsk,Male,18-24,Analyst,No,No,No,Professional,No
897,2026-03-20,Community Outreach,Social Policy,Pervouralsk,Female,25-34,Speaker,No,Yes,No,Visible,No
1625,2026-03-20,Community Outreach,Housing,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
1889,2026-03-20,Campaign Activity,Transport,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
1973,2026-03-20,Community Outreach,Social Policy,Revda,Male,25-34,Organizer,Yes,No,Yes,Leadership,Yes
2257,2026-03-20,Community Outreach,Gender Equality,Yekaterinburg,Male,35-44,Coordinator,Yes,No,Yes,Leadership,Yes
100,2026-03-21,Campaign Activity,Gender Equality,Asbest,Male,35-44,Participant,No,No,No,Basic,No
646,2026-03-21,Public Event,Economic Policy,Yekaterinburg,Male,55+,Participant,No,No,No,Basic,No
906,2026-03-21,Campaign Activity,Youth Policy,Nizhny Tagil,Male,35-44,Organizer,No,No,Yes,Leadership,Yes
1290,2026-03-21,Media Activity,Healthcare,Yekaterinburg,Male,18-24,Participant,No,No,No,Basic,No
1505,2026-03-21,Educational Event,Education,Kamensk-Uralsky,Male,45-54,Analyst,Yes,No,No,Professional,No
2100,2026-03-21,Meeting,Housing,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No
2565,2026-03-21,Educational Event,Youth Policy,Yekaterinburg,Male,25-34,Organizer,Yes,No,Yes,Leadership,Yes
2846,2026-03-21,Meeting,Healthcare,Yekaterinburg,Male,25-34,Coordinator,Yes,No,Yes,Leadership,Yes
954,2026-03-22,Government Interaction,Education,Yekaterinburg,Female,55+,Participant,No,No,No,Basic,No
1060,2026-03-22,Meeting,Healthcare,Asbest,Male,18-24,Participant,No,No,No,Basic,No
1225,2026-03-22,Campaign Activity,Gender Equality,Nizhny Tagil,Female,18-24,Participant,No,No,No,Basic,No
1320,2026-03-22,Campaign Activity,Transport,Yekaterinburg,Male,55+,Participant,No,No,No,Basic,No
2707,2026-03-22,Government Interaction,Youth Policy,Yekaterinburg,Male,25-34,Speaker,Yes,Yes,No,Visible,No
3324,2026-03-22,Community Outreach,Local Government,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No
138,2026-03-23,Government Interaction,Social Policy,Pervouralsk,Male,55+,Analyst,No,No,No,Professional,No
352,2026-03-23,Media Activity,Healthcare,Yekaterinburg,Female,18-24,Coordinator,Yes,No,Yes,Leadership,Yes
406,2026-03-23,Meeting,Local Government,Pervouralsk,Male,35-44,Coordinator,Yes,Yes,Yes,Leadership,Yes
1080,2026-03-23,Educational Event,Economic Policy,Nizhny Tagil,Female,18-24,Participant,No,No,No,Basic,No
1446,2026-03-23,Media Activity,Entrepreneurship,Yekaterinburg,Male,25-34,Volunteer,No,No,No,Basic,No
1867,2026-03-23,Survey,Healthcare,Yekaterinburg,Male,18-24,Organizer,Yes,No,Yes,Leadership,Yes
2622,2026-03-23,Public Event,Education,Yekaterinburg,Male,35-44,Speaker,No,Yes,No,Visible,No
3089,2026-03-23,Community Outreach,Entrepreneurship,Yekaterinburg,Male,25-34,Analyst,Yes,No,No,Professional,No
3401,2026-03-23,Survey,Housing,Nizhny Tagil,Female,35-44,Volunteer,No,Yes,No,Basic,No
195,2026-03-24,Community Outreach,Housing,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
1463,2026-03-24,Public Event,Housing,Yekaterinburg,Female,45-54,Participant,No,No,No,Basic,No
2090,2026-03-24,Educational Event,Social Policy,Pervouralsk,Female,45-54,Participant,No,No,No,Basic,No
2753,2026-03-24,Survey,Gender Equality,Pervouralsk,Male,45-54,Participant,No,No,No,Basic,No
2861,2026-03-25,Public Event,Education,Revda,Female,35-44,Participant,No,No,No,Basic,No
3010,2026-03-25,Meeting,Economic Policy,Yekaterinburg,Male,35-44,Coordinator,Yes,Yes,Yes,Leadership,Yes
3181,2026-03-25,Campaign Activity,Entrepreneurship,Yekaterinburg,Male,18-24,Speaker,Yes,Yes,No,Visible,No
3433,2026-03-25,Public Event,Transport,Yekaterinburg,Male,18-24,Participant,No,No,No,Basic,No
48,2026-03-26,Campaign Activity,Healthcare,Yekaterinburg,Female,25-34,Volunteer,No,No,No,Basic,No
118,2026-03-26,Survey,Transport,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No
564,2026-03-26,Campaign Activity,Social Policy,Pervouralsk,Male,18-24,Participant,No,No,No,Basic,No
832,2026-03-26,Educational Event,Entrepreneurship,Yekaterinburg,Male,25-34,Coordinator,Yes,Yes,Yes,Leadership,Yes
1268,2026-03-26,Public Event,Gender Equality,Yekaterinburg,Male,45-54,Volunteer,No,No,No,Basic,No
2036,2026-03-26,Government Interaction,Youth Policy,Revda,Male,35-44,Volunteer,Yes,No,No,Basic,No
2489,2026-03-26,Campaign Activity,Social Policy,Yekaterinburg,Female,25-34,Volunteer,No,No,No,Basic,No
2997,2026-03-26,Public Event,Youth Policy,Yekaterinburg,Male,18-24,Analyst,Yes,No,No,Professional,No
296,2026-03-27,Community Outreach,Economic Policy,Yekaterinburg,Male,35-44,Analyst,No,No,Yes,Professional,No
991,2026-03-27,Public Event,Education,Yekaterinburg,Male,18-24,Volunteer,No,No,Yes,Basic,No
1562,2026-03-27,Media Activity,Local Government,Yekaterinburg,Male,35-44,Coordinator,Yes,No,Yes,Leadership,Yes
1758,2026-03-27,Campaign Activity,Social Policy,Yekaterinburg,Male,55+,Participant,No,No,No,Basic,No
1832,2026-03-27,Campaign Activity,Social Policy,Yekaterinburg,Male,35-44,Analyst,Yes,No,No,Professional,No
2353,2026-03-27,Campaign Activity,Education,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
2513,2026-03-27,Public Event,Local Government,Pervouralsk,Female,55+,Volunteer,No,No,No,Basic,No
2685,2026-03-27,Educational Event,Education,Serov,Female,25-34,Participant,No,Yes,No,Basic,No
2864,2026-03-27,Public Event,Youth Policy,Kamensk-Uralsky,Female,18-24,Participant,No,No,No,Basic,No
449,2026-03-28,Campaign Activity,Healthcare,Yekaterinburg,Female,55+,Participant,No,No,No,Basic,No
488,2026-03-28,Community Outreach,Healthcare,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No
554,2026-03-28,Community Outreach,Economic Policy,Yekaterinburg,Male,35-44,Coordinator,Yes,Yes,Yes,Leadership,Yes
1504,2026-03-28,Community Outreach,Gender Equality,Pervouralsk,Female,55+,Analyst,Yes,No,No,Professional,No
2203,2026-03-28,Survey,Healthcare,Pervouralsk,Male,25-34,Analyst,Yes,No,No,Professional,No
2611,2026-03-28,Meeting,Local Government,Yekaterinburg,Male,45-54,Speaker,No,Yes,No,Visible,No
2640,2026-03-28,Community Outreach,Healthcare,Asbest,Female,25-34,Volunteer,No,No,No,Basic,No
3204,2026-03-28,Campaign Activity,Education,Revda,Male,55+,Volunteer,No,No,No,Basic,No
345,2026-03-29,Meeting,Entrepreneurship,Pervouralsk,Male,25-34,Coordinator,Yes,Yes,Yes,Leadership,Yes
681,2026-03-29,Meeting,Economic Policy,Yekaterinburg,Female,25-34,Analyst,Yes,Yes,No,Professional,No
1714,2026-03-29,Community Outreach,Youth Policy,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
2272,2026-03-29,Public Event,Gender Equality,Yekaterinburg,Male,55+,Coordinator,No,No,Yes,Leadership,Yes
2795,2026-03-29,Community Outreach,Entrepreneurship,Pervouralsk,Male,25-34,Participant,No,No,No,Basic,No
2913,2026-03-29,Meeting,Healthcare,Revda,Male,55+,Volunteer,Yes,No,No,Basic,No
3492,2026-03-29,Community Outreach,Gender Equality,Yekaterinburg,Female,55+,Volunteer,No,No,No,Basic,No
955,2026-03-30,Public Event,Youth Policy,Nizhny Tagil,Male,55+,Coordinator,Yes,No,Yes,Leadership,Yes
1630,2026-03-30,Public Event,Housing,Pervouralsk,Female,25-34,Coordinator,Yes,No,Yes,Leadership,Yes
1894,2026-03-30,Campaign Activity,Education,Yekaterinburg,Female,45-54,Participant,No,No,No,Basic,No
2775,2026-03-30,Public Event,Education,Yekaterinburg,Male,35-44,Coordinator,Yes,Yes,Yes,Leadership,Yes
3216,2026-03-30,Meeting,Transport,Yekaterinburg,Male,45-54,Coordinator,Yes,Yes,Yes,Leadership,Yes
3272,2026-03-30,Community Outreach,Housing,Yekaterinburg,Male,55+,Analyst,No,No,No,Professional,No
466,2026-03-31,Survey,Transport,Yekaterinburg,Male,18-24,Volunteer,No,No,No,Basic,No
2387,2026-03-31,Meeting,Housing,Yekaterinburg,Male,45-54,Analyst,No,Yes,No,Professional,No
3033,2026-03-31,Educational Event,Local Government,Kamensk-Uralsky,Female,18-24,Participant,No,No,No,Basic,No
211,2026-04-01,Community Outreach,Entrepreneurship,Revda,Male,35-44,Participant,No,No,No,Basic,No
1207,2026-04-01,Campaign Activity,Gender Equality,Yekaterinburg,Male,18-24,Participant,No,No,No,Basic,No
2369,2026-04-01,Community Outreach,Youth Policy,Pervouralsk,Female,45-54,Analyst,Yes,No,No,Professional,No
2639,2026-04-01,Educational Event,Housing,Revda,Male,35-44,Participant,No,No,No,Basic,No
2755,2026-04-01,Public Event,Gender Equality,Pervouralsk,Male,18-24,Speaker,Yes,Yes,No,Visible,No
3178,2026-04-01,Community Outreach,Local Government,Serov,Female,55+,Coordinator,Yes,Yes,Yes,Leadership,Yes
3230,2026-04-01,Survey,Social Policy,Pervouralsk,Male,18-24,Participant,No,No,No,Basic,No
509,2026-04-02,Media Activity,Transport,Nizhny Tagil,Male,45-54,Participant,No,No,No,Basic,No
737,2026-04-02,Meeting,Healthcare,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No
898,2026-04-02,Community Outreach,Local Government,Kamensk-Uralsky,Female,25-34,Organizer,Yes,Yes,Yes,Leadership,Yes
2472,2026-04-02,Meeting,Transport,Yekaterinburg,Male,45-54,Analyst,Yes,No,No,Professional,No
3549,2026-04-02,Government Interaction,Healthcare,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
525,2026-04-03,Media Activity,Transport,Yekaterinburg,Female,55+,Volunteer,No,No,No,Basic,No
655,2026-04-03,Educational Event,Gender Equality,Serov,Male,35-44,Organizer,Yes,No,Yes,Leadership,Yes
1561,2026-04-03,Media Activity,Gender Equality,Yekaterinburg,Male,25-34,Participant,No,Yes,No,Basic,No
1966,2026-04-03,Public Event,Youth Policy,Yekaterinburg,Female,35-44,Volunteer,No,No,No,Basic,No
2855,2026-04-03,Government Interaction,Gender Equality,Yekaterinburg,Male,25-34,Coordinator,Yes,Yes,Yes,Leadership,Yes
3411,2026-04-03,Meeting,Transport,Nizhny Tagil,Male,25-34,Analyst,Yes,No,Yes,Professional,No
74,2026-04-04,Campaign Activity,Local Government,Nizhny Tagil,Female,35-44,Participant,No,No,No,Basic,No
779,2026-04-04,Educational Event,Local Government,Nizhny Tagil,Male,45-54,Participant,No,No,No,Basic,No
1660,2026-04-04,Meeting,Youth Policy,Yekaterinburg,Female,45-54,Participant,No,No,No,Basic,No
1869,2026-04-04,Community Outreach,Entrepreneurship,Nizhny Tagil,Male,25-34,Analyst,No,Yes,No,Professional,No
1967,2026-04-04,Government Interaction,Education,Yekaterinburg,Male,35-44,Speaker,No,Yes,No,Visible,No
2268,2026-04-04,Government Interaction,Youth Policy,Nizhny Tagil,Male,18-24,Coordinator,Yes,Yes,Yes,Leadership,Yes
2653,2026-04-04,Campaign Activity,Housing,Yekaterinburg,Male,45-54,Analyst,No,No,Yes,Professional,No
3583,2026-04-04,Government Interaction,Social Policy,Pervouralsk,Female,25-34,Analyst,No,No,No,Professional,No
140,2026-04-05,Campaign Activity,Local Government,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No
602,2026-04-05,Survey,Youth Policy,Yekaterinburg,Male,18-24,Participant,No,No,No,Basic,No
673,2026-04-05,Survey,Gender Equality,Revda,Male,45-54,Participant,No,No,No,Basic,No
2601,2026-04-05,Community Outreach,Social Policy,Serov,Female,18-24,Volunteer,No,No,No,Basic,No
2814,2026-04-05,Media Activity,Education,Asbest,Female,35-44,Participant,No,No,No,Basic,No
3018,2026-04-05,Educational Event,Housing,Revda,Female,25-34,Coordinator,No,No,Yes,Leadership,Yes
3595,2026-04-05,Survey,Education,Pervouralsk,Female,25-34,Participant,No,No,No,Basic,No
710,2026-04-06,Community Outreach,Gender Equality,Pervouralsk,Male,25-34,Coordinator,Yes,Yes,Yes,Leadership,Yes
1891,2026-04-06,Public Event,Gender Equality,Yekaterinburg,Female,45-54,Volunteer,Yes,No,No,Basic,No
2254,2026-04-06,Public Event,Gender Equality,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
2773,2026-04-06,Media Activity,Economic Policy,Yekaterinburg,Male,55+,Organizer,Yes,Yes,Yes,Leadership,Yes
382,2026-04-07,Campaign Activity,Education,Yekaterinburg,Male,18-24,Participant,No,No,No,Basic,No
798,2026-04-07,Survey,Economic Policy,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
1226,2026-04-07,Campaign Activity,Transport,Nizhny Tagil,Male,35-44,Speaker,Yes,Yes,No,Visible,No
1492,2026-04-07,Survey,Education,Yekaterinburg,Male,35-44,Organizer,Yes,No,Yes,Leadership,Yes
1777,2026-04-07,Public Event,Youth Policy,Serov,Male,25-34,Participant,Yes,No,No,Basic,No
2066,2026-04-07,Government Interaction,Social Policy,Yekaterinburg,Male,25-34,Speaker,No,Yes,No,Visible,No
2396,2026-04-07,Campaign Activity,Transport,Nizhny Tagil,Male,45-54,Analyst,Yes,No,No,Professional,No
221,2026-04-08,Survey,Education,Asbest,Female,25-34,Volunteer,No,No,No,Basic,No
1078,2026-04-08,Meeting,Housing,Yekaterinburg,Male,25-34,Coordinator,Yes,Yes,Yes,Leadership,Yes
1727,2026-04-08,Community Outreach,Gender Equality,Nizhny Tagil,Female,25-34,Volunteer,No,No,No,Basic,No
2402,2026-04-08,Meeting,Youth Policy,Yekaterinburg,Male,18-24,Speaker,No,Yes,No,Visible,No
2754,2026-04-08,Campaign Activity,Housing,Yekaterinburg,Female,35-44,Volunteer,No,No,No,Basic,No
2908,2026-04-08,Meeting,Healthcare,Kamensk-Uralsky,Female,35-44,Organizer,Yes,Yes,Yes,Leadership,Yes
3533,2026-04-08,Meeting,Social Policy,Yekaterinburg,Male,25-34,Speaker,No,Yes,No,Visible,No
511,2026-04-09,Campaign Activity,Education,Pervouralsk,Female,25-34,Volunteer,No,No,Yes,Basic,No
685,2026-04-09,Educational Event,Education,Yekaterinburg,Male,55+,Organizer,Yes,Yes,Yes,Leadership,Yes
1508,2026-04-09,Public Event,Housing,Yekaterinburg,Female,25-34,Volunteer,No,No,No,Basic,No
2954,2026-04-09,Meeting,Transport,Asbest,Male,35-44,Participant,No,No,No,Basic,No
3248,2026-04-09,Campaign Activity,Transport,Nizhny Tagil,Male,25-34,Volunteer,No,No,No,Basic,No
3378,2026-04-09,Meeting,Transport,Serov,Male,45-54,Participant,No,No,No,Basic,No
615,2026-04-10,Community Outreach,Gender Equality,Yekaterinburg,Female,45-54,Volunteer,No,No,No,Basic,No
1120,2026-04-10,Meeting,Youth Policy,Yekaterinburg,Male,18-24,Participant,No,No,No,Basic,No
1478,2026-04-10,Meeting,Education,Yekaterinburg,Male,25-34,Volunteer,Yes,No,No,Basic,No
64,2026-04-11,Government Interaction,Education,Kamensk-Uralsky,Male,35-44,Participant,No,No,No,Basic,No
642,2026-04-11,Educational Event,Housing,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
397,2026-04-12,Meeting,Gender Equality,Yekaterinburg,Male,45-54,Volunteer,No,No,No,Basic,No
973,2026-04-12,Meeting,Transport,Asbest,Female,55+,Participant,No,No,No,Basic,No
1435,2026-04-12,Community Outreach,Youth Policy,Yekaterinburg,Female,35-44,Organizer,No,Yes,Yes,Leadership,Yes
273,2026-04-13,Meeting,Healthcare,Revda,Female,18-24,Participant,No,Yes,No,Basic,No
820,2026-04-13,Community Outreach,Entrepreneurship,Serov,Female,35-44,Coordinator,No,Yes,Yes,Leadership,Yes
1595,2026-04-13,Educational Event,Economic Policy,Kamensk-Uralsky,Male,45-54,Volunteer,No,No,No,Basic,No
2774,2026-04-13,Government Interaction,Healthcare,Pervouralsk,Female,25-34,Organizer,No,No,Yes,Leadership,Yes
2793,2026-04-13,Public Event,Social Policy,Pervouralsk,Male,45-54,Organizer,Yes,Yes,Yes,Leadership,Yes
2987,2026-04-13,Meeting,Gender Equality,Yekaterinburg,Female,18-24,Speaker,No,Yes,No,Visible,No
3575,2026-04-13,Campaign Activity,Social Policy,Pervouralsk,Female,55+,Speaker,No,Yes,No,Visible,No
1482,2026-04-14,Community Outreach,Healthcare,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No
2211,2026-04-14,Community Outreach,Entrepreneurship,Pervouralsk,Male,55+,Analyst,No,No,No,Professional,No
2299,2026-04-14,Community Outreach,Housing,Nizhny Tagil,Female,18-24,Analyst,No,No,No,Professional,No
2681,2026-04-14,Survey,Housing,Yekaterinburg,Male,45-54,Speaker,Yes,Yes,No,Visible,No
2965,2026-04-14,Campaign Activity,Gender Equality,Yekaterinburg,Female,35-44,Speaker,No,Yes,No,Visible,No
3037,2026-04-14,Meeting,Housing,Yekaterinburg,Male,35-44,Speaker,No,Yes,No,Visible,No
3598,2026-04-14,Educational Event,Social Policy,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
366,2026-04-15,Meeting,Social Policy,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No
1164,2026-04-15,Community Outreach,Education,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
1408,2026-04-15,Government Interaction,Gender Equality,Nizhny Tagil,Female,55+,Participant,No,No,No,Basic,No
1798,2026-04-15,Campaign Activity,Economic Policy,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No
1806,2026-04-15,Government Interaction,Transport,Pervouralsk,Male,45-54,Coordinator,No,Yes,Yes,Leadership,Yes
1865,2026-04-15,Meeting,Housing,Yekaterinburg,Male,45-54,Organizer,Yes,No,Yes,Leadership,Yes
2765,2026-04-15,Educational Event,Local Government,Revda,Female,35-44,Participant,No,No,No,Basic,No
909,2026-04-16,Survey,Economic Policy,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
1958,2026-04-16,Campaign Activity,Youth Policy,Yekaterinburg,Female,45-54,Participant,No,No,No,Basic,No
2465,2026-04-16,Campaign Activity,Economic Policy,Serov,Female,25-34,Participant,No,No,No,Basic,No
3222,2026-04-16,Media Activity,Entrepreneurship,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
445,2026-04-17,Community Outreach,Healthcare,Nizhny Tagil,Female,55+,Coordinator,Yes,Yes,Yes,Leadership,Yes
463,2026-04-17,Meeting,Youth Policy,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No
971,2026-04-17,Public Event,Gender Equality,Nizhny Tagil,Female,25-34,Participant,No,No,No,Basic,No
1696,2026-04-17,Community Outreach,Social Policy,Yekaterinburg,Male,45-54,Participant,No,No,No,Basic,No
2012,2026-04-17,Government Interaction,Local Government,Serov,Female,25-34,Organizer,Yes,No,Yes,Leadership,Yes
2365,2026-04-17,Government Interaction,Education,Pervouralsk,Male,35-44,Participant,No,No,No,Basic,No
