participant_id,activity_date,activity_type,topic,municipality,gender,age_group,role,decision_making_role,event_speaker,coordination_role,responsibility_level,leadership_role,leadership_flag,decision_making_flag,speaker_flag,coordination_flag,year,month,month_name
3023,2026-04-28,Meeting,Economic Policy,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2026,4,Apr
3267,2026-04-28,Community Outreach,Youth Policy,Yekaterinburg,Female,25-34,Coordinator,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2026,4,Apr
326,2026-04-29,Community Outreach,Entrepreneurship,Yekaterinburg,Male,18-24,Speaker,No,Yes,Yes,Visible,No,0,0,1,1,2026,4,Apr
518,2026-04-29,Educational Event,Healthcare,Yekaterinburg,Male,55+,Analyst,Yes,No,No,Professional,No,0,1,0,0,2026,4,Apr
782,2026-04-29,Campaign Activity,Local Government,Yekaterinburg,Male,25-34,Analyst,No,Yes,No,Professional,No,0,0,1,0,2026,4,Apr
958,2026-04-29,Government Interaction,Social Policy,Yekaterinburg,Male,55+,Participant,No,No,No,Basic,No,0,0,0,0,2026,4,Apr
1528,2026-04-29,Public Event,Transport,Pervouralsk,Male,35-44,Coordinator,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2026,4,Apr
2285,2026-04-29,Community Outreach,Local Government,Serov,Female,45-54,Volunteer,No,Yes,No,Basic,No,0,0,1,0,2026,4,Apr
3088,2026-04-29,Educational Event,Transport,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2026,4,Apr
124,2026-04-30,Campaign Activity,Entrepreneurship,Yekaterinburg,Female,55+,Participant,No,No,No,Basic,No,0,0,0,0,2026,4,Apr
1086,2026-04-30,Campaign Activity,Entrepreneurship,Kamensk-Uralsky,Male,18-24,Participant,No,No,No,Basic,No,0,0,0,0,2026,4,Apr
1324,2026-04-30,Educational Event,Housing,Pervouralsk,Male,55+,Participant,No,Yes,No,Basic,No,0,0,1,0,2026,4,Apr
2002,2026-04-30,Meeting,Housing,Yekaterinburg,Female,45-54,Analyst,No,No,No,Professional,No,0,0,0,0,2026,4,Apr
2716,2026-04-30,Community Outreach,Transport,Serov,Female,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2026,4,Apr
2888,2026-04-30,Government Interaction,Local Government,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2026,4,Apr
3116,2026-04-30,Educational Event,Healthcare,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2026,4,Apr
3552,2026-04-30,Survey,Housing,Yekaterinburg,Male,18-24,Coordinator,No,Yes,Yes,Leadership,Yes,1,0,1,1,2026,4,Apr
1209,2026-05-01,Campaign Activity,Healthcare,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
2450,2026-05-01,Community Outreach,Local Government,Yekaterinburg,Male,55+,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
276,2026-05-02,Campaign Activity,Economic Policy,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
346,2026-05-02,Educational Event,Youth Policy,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
1371,2026-05-02,Community Outreach,Gender Equality,Yekaterinburg,Female,45-54,Volunteer,No,No,No,Basic,No,0,0,0,0,2026,5,May
1770,2026-05-02,Public Event,Healthcare,Kamensk-Uralsky,Male,45-54,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
1881,2026-05-02,Meeting,Healthcare,Yekaterinburg,Male,45-54,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
2232,2026-05-02,Public Event,Youth Policy,Asbest,Male,35-44,Organizer,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2026,5,May
308,2026-05-03,Educational Event,Youth Policy,Revda,Male,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
516,2026-05-03,Public Event,Entrepreneurship,Revda,Female,45-54,Speaker,No,Yes,No,Visible,No,0,0,1,0,2026,5,May
688,2026-05-03,Public Event,Social Policy,Serov,Male,55+,Coordinator,No,No,Yes,Leadership,Yes,1,0,0,1,2026,5,May
1363,2026-05-03,Community Outreach,Economic Policy,Yekaterinburg,Male,45-54,Speaker,No,Yes,No,Visible,No,0,0,1,0,2026,5,May
1399,2026-05-03,Campaign Activity,Entrepreneurship,Revda,Male,25-34,Organizer,No,No,Yes,Leadership,Yes,1,0,0,1,2026,5,May
1416,2026-05-03,Public Event,Entrepreneurship,Asbest,Male,25-34,Coordinator,Yes,No,Yes,Leadership,Yes,1,1,0,1,2026,5,May
1546,2026-05-03,Educational Event,Youth Policy,Serov,Female,45-54,Organizer,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2026,5,May
2809,2026-05-03,Community Outreach,Economic Policy,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
2856,2026-05-03,Survey,Social Policy,Yekaterinburg,Male,55+,Volunteer,No,No,No,Basic,No,0,0,0,0,2026,5,May
2968,2026-05-03,Community Outreach,Entrepreneurship,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
3164,2026-05-03,Government Interaction,Healthcare,Nizhny Tagil,Male,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
3243,2026-05-03,Government Interaction,Housing,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
56,2026-05-04,Meeting,Local Government,Revda,Male,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
205,2026-05-04,Meeting,Healthcare,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
1122,2026-05-04,Community Outreach,Local Government,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
1211,2026-05-04,Community Outreach,Transport,Yekaterinburg,Male,18-24,Coordinator,No,Yes,Yes,Leadership,Yes,1,0,1,1,2026,5,May
1931,2026-05-04,Campaign Activity,Economic Policy,Yekaterinburg,Male,25-34,Analyst,Yes,No,No,Professional,No,0,1,0,0,2026,5,May
2014,2026-05-04,Government Interaction,Local Government,Yekaterinburg,Female,25-34,Volunteer,No,No,No,Basic,No,0,0,0,0,2026,5,May
3003,2026-05-04,Public Event,Education,Yekaterinburg,Female,35-44,Coordinator,Yes,No,Yes,Leadership,Yes,1,1,0,1,2026,5,May
402,2026-05-05,Campaign Activity,Youth Policy,Pervouralsk,Male,35-44,Participant,No,Yes,No,Basic,No,0,0,1,0,2026,5,May
524,2026-05-05,Campaign Activity,Youth Policy,Yekaterinburg,Male,55+,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
1011,2026-05-05,Educational Event,Transport,Nizhny Tagil,Male,55+,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
1152,2026-05-05,Community Outreach,Economic Policy,Serov,Male,35-44,Organizer,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2026,5,May
1376,2026-05-05,Campaign Activity,Education,Kamensk-Uralsky,Female,45-54,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
1462,2026-05-05,Meeting,Education,Pervouralsk,Male,25-34,Organizer,No,No,Yes,Leadership,Yes,1,0,0,1,2026,5,May
3252,2026-05-05,Campaign Activity,Entrepreneurship,Yekaterinburg,Male,25-34,Volunteer,No,No,No,Basic,No,0,0,0,0,2026,5,May
226,2026-05-06,Community Outreach,Economic Policy,Kamensk-Uralsky,Male,45-54,Coordinator,No,No,Yes,Leadership,Yes,1,0,0,1,2026,5,May
269,2026-05-06,Community Outreach,Youth Policy,Revda,Female,18-24,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
668,2026-05-06,Educational Event,Housing,Asbest,Male,25-34,Organizer,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2026,5,May
2705,2026-05-06,Government Interaction,Education,Yekaterinburg,Male,25-34,Speaker,No,Yes,No,Visible,No,0,0,1,0,2026,5,May
1191,2026-05-07,Community Outreach,Healthcare,Revda,Female,25-34,Analyst,No,No,No,Professional,No,0,0,0,0,2026,5,May
1429,2026-05-07,Community Outreach,Social Policy,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
2170,2026-05-07,Survey,Healthcare,Kamensk-Uralsky,Male,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
2362,2026-05-07,Meeting,Economic Policy,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
2531,2026-05-07,Public Event,Youth Policy,Yekaterinburg,Male,45-54,Speaker,No,Yes,Yes,Visible,No,0,0,1,1,2026,5,May
2868,2026-05-07,Survey,Gender Equality,Kamensk-Uralsky,Male,18-24,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
387,2026-05-08,Public Event,Education,Serov,Male,55+,Analyst,Yes,Yes,No,Professional,No,0,1,1,0,2026,5,May
738,2026-05-08,Meeting,Social Policy,Yekaterinburg,Female,45-54,Speaker,No,Yes,No,Visible,No,0,0,1,0,2026,5,May
1119,2026-05-08,Community Outreach,Economic Policy,Yekaterinburg,Female,35-44,Volunteer,No,No,No,Basic,No,0,0,0,0,2026,5,May
2334,2026-05-08,Public Event,Healthcare,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
2392,2026-05-08,Government Interaction,Youth Policy,Yekaterinburg,Male,18-24,Organizer,Yes,No,Yes,Leadership,Yes,1,1,0,1,2026,5,May
3528,2026-05-08,Campaign Activity,Youth Policy,Yekaterinburg,Female,25-34,Coordinator,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2026,5,May
468,2026-05-09,Government Interaction,Healthcare,Pervouralsk,Male,45-54,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
484,2026-05-09,Public Event,Entrepreneurship,Pervouralsk,Female,35-44,Speaker,No,Yes,No,Visible,No,0,0,1,0,2026,5,May
1238,2026-05-09,Meeting,Social Policy,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
2117,2026-05-09,Educational Event,Gender Equality,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
2313,2026-05-09,Community Outreach,Healthcare,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
384,2026-05-10,Public Event,Housing,Revda,Male,35-44,Speaker,Yes,Yes,No,Visible,No,0,1,1,0,2026,5,May
1205,2026-05-10,Educational Event,Entrepreneurship,Nizhny Tagil,Female,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
1558,2026-05-10,Community Outreach,Social Policy,Yekaterinburg,Male,45-54,Organizer,Yes,No,Yes,Leadership,Yes,1,1,0,1,2026,5,May
2227,2026-05-10,Government Interaction,Healthcare,Yekaterinburg,Male,45-54,Coordinator,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2026,5,May
2309,2026-05-10,Public Event,Youth Policy,Yekaterinburg,Male,25-34,Analyst,Yes,Yes,No,Professional,No,0,1,1,0,2026,5,May
2621,2026-05-10,Campaign Activity,Local Government,Kamensk-Uralsky,Male,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
3344,2026-05-10,Community Outreach,Entrepreneurship,Serov,Female,35-44,Volunteer,No,Yes,No,Basic,No,0,0,1,0,2026,5,May
3365,2026-05-10,Meeting,Entrepreneurship,Asbest,Female,25-34,Volunteer,No,No,No,Basic,No,0,0,0,0,2026,5,May
750,2026-05-11,Educational Event,Housing,Yekaterinburg,Male,35-44,Participant,No,Yes,No,Basic,No,0,0,1,0,2026,5,May
1248,2026-05-11,Government Interaction,Education,Yekaterinburg,Female,25-34,Volunteer,No,No,No,Basic,No,0,0,0,0,2026,5,May
2000,2026-05-11,Community Outreach,Education,Revda,Male,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
3142,2026-05-11,Campaign Activity,Healthcare,Pervouralsk,Female,35-44,Analyst,No,No,No,Professional,No,0,0,0,0,2026,5,May
1212,2026-05-12,Government Interaction,Gender Equality,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
2228,2026-05-12,Public Event,Local Government,Nizhny Tagil,Female,18-24,Coordinator,Yes,No,Yes,Leadership,Yes,1,1,0,1,2026,5,May
3589,2026-05-12,Meeting,Housing,Yekaterinburg,Male,55+,Organizer,Yes,No,Yes,Leadership,Yes,1,1,0,1,2026,5,May
60,2026-05-13,Meeting,Social Policy,Kamensk-Uralsky,Female,25-34,Coordinator,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2026,5,May
944,2026-05-13,Community Outreach,Healthcare,Yekaterinburg,Female,25-34,Volunteer,No,No,No,Basic,No,0,0,0,0,2026,5,May
1494,2026-05-13,Campaign Activity,Social Policy,Yekaterinburg,Male,35-44,Participant,No,Yes,No,Basic,No,0,0,1,0,2026,5,May
1821,2026-05-13,Campaign Activity,Youth Policy,Revda,Male,55+,Analyst,No,No,No,Professional,No,0,0,0,0,2026,5,May
2212,2026-05-13,Meeting,Healthcare,Kamensk-Uralsky,Female,25-34,Speaker,No,Yes,No,Visible,No,0,0,1,0,2026,5,May
2790,2026-05-13,Public Event,Housing,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
135,2026-05-14,Meeting,Local Government,Yekaterinburg,Male,45-54,Analyst,No,No,No,Professional,No,0,0,0,0,2026,5,May
1417,2026-05-14,Community Outreach,Housing,Yekaterinburg,Male,25-34,Volunteer,Yes,No,No,Basic,No,0,1,0,0,2026,5,May
1473,2026-05-14,Campaign Activity,Healthcare,Kamensk-Uralsky,Female,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
1654,2026-05-14,Survey,Local Government,Yekaterinburg,Female,18-24,Organizer,No,No,Yes,Leadership,Yes,1,0,0,1,2026,5,May
2319,2026-05-14,Educational Event,Housing,Nizhny Tagil,Male,45-54,Volunteer,No,No,No,Basic,No,0,0,0,0,2026,5,May
3330,2026-05-14,Media Activity,Housing,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
3342,2026-05-14,Community Outreach,Youth Policy,Revda,Male,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
101,2026-05-15,Educational Event,Gender Equality,Yekaterinburg,Male,35-44,Participant,Yes,Yes,No,Basic,No,0,1,1,0,2026,5,May
365,2026-05-15,Campaign Activity,Gender Equality,Kamensk-Uralsky,Male,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
1054,2026-05-15,Meeting,Healthcare,Yekaterinburg,Female,25-34,Speaker,No,Yes,No,Visible,No,0,0,1,0,2026,5,May
1522,2026-05-15,Public Event,Healthcare,Nizhny Tagil,Male,25-34,Analyst,No,No,No,Professional,No,0,0,0,0,2026,5,May
1591,2026-05-15,Community Outreach,Healthcare,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
2577,2026-05-15,Government Interaction,Education,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
3534,2026-05-15,Campaign Activity,Youth Policy,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
329,2026-05-16,Meeting,Economic Policy,Yekaterinburg,Male,18-24,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
1383,2026-05-16,Public Event,Economic Policy,Yekaterinburg,Male,45-54,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
2517,2026-05-16,Campaign Activity,Youth Policy,Asbest,Female,18-24,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
3451,2026-05-16,Media Activity,Gender Equality,Yekaterinburg,Male,35-44,Participant,No,Yes,No,Basic,No,0,0,1,0,2026,5,May
3456,2026-05-16,Campaign Activity,Social Policy,Serov,Male,55+,Organizer,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2026,5,May
405,2026-05-17,Community Outreach,Healthcare,Nizhny Tagil,Male,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
476,2026-05-17,Campaign Activity,Local Government,Asbest,Female,45-54,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
1009,2026-05-17,Meeting,Housing,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
1091,2026-05-17,Community Outreach,Gender Equality,Pervouralsk,Female,18-24,Coordinator,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2026,5,May
1230,2026-05-17,Educational Event,Youth Policy,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
1773,2026-05-17,Meeting,Entrepreneurship,Yekaterinburg,Male,55+,Volunteer,Yes,No,No,Basic,No,0,1,0,0,2026,5,May
1916,2026-05-17,Media Activity,Education,Asbest,Female,35-44,Coordinator,Yes,No,Yes,Leadership,Yes,1,1,0,1,2026,5,May
2834,2026-05-17,Media Activity,Youth Policy,Yekaterinburg,Male,45-54,Volunteer,No,No,No,Basic,No,0,0,0,0,2026,5,May
2992,2026-05-17,Government Interaction,Economic Policy,Yekaterinburg,Male,18-24,Organizer,Yes,No,Yes,Leadership,Yes,1,1,0,1,2026,5,May
425,2026-05-18,Survey,Transport,Pervouralsk,Male,18-24,Speaker,Yes,Yes,No,Visible,No,0,1,1,0,2026,5,May
952,2026-05-18,Government Interaction,Youth Policy,Asbest,Female,45-54,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
1155,2026-05-18,Media Activity,Economic Policy,Yekaterinburg,Male,25-34,Analyst,No,No,No,Professional,No,0,0,0,0,2026,5,May
1784,2026-05-18,Meeting,Housing,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
1872,2026-05-18,Meeting,Economic Policy,Yekaterinburg,Female,18-24,Volunteer,No,No,No,Basic,No,0,0,0,0,2026,5,May
2607,2026-05-18,Campaign Activity,Entrepreneurship,Pervouralsk,Male,35-44,Volunteer,No,No,No,Basic,No,0,0,0,0,2026,5,May
3294,2026-05-18,Public Event,Entrepreneurship,Pervouralsk,Male,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
3550,2026-05-18,Community Outreach,Education,Yekaterinburg,Male,18-24,Volunteer,No,No,No,Basic,No,0,0,0,0,2026,5,May
3566,2026-05-18,Campaign Activity,Gender Equality,Yekaterinburg,Male,18-24,Speaker,No,Yes,No,Visible,No,0,0,1,0,2026,5,May
217,2026-05-19,Campaign Activity,Transport,Asbest,Female,55+,Volunteer,No,No,No,Basic,No,0,0,0,0,2026,5,May
320,2026-05-19,Campaign Activity,Gender Equality,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
665,2026-05-19,Government Interaction,Education,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
1007,2026-05-19,Educational Event,Social Policy,Yekaterinburg,Male,18-24,Analyst,No,Yes,No,Professional,No,0,0,1,0,2026,5,May
1035,2026-05-19,Community Outreach,Education,Asbest,Female,45-54,Analyst,Yes,Yes,No,Professional,No,0,1,1,0,2026,5,May
1665,2026-05-19,Campaign Activity,Healthcare,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
1959,2026-05-19,Government Interaction,Education,Yekaterinburg,Male,18-24,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
2274,2026-05-19,Meeting,Entrepreneurship,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
2512,2026-05-19,Campaign Activity,Housing,Asbest,Female,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
2594,2026-05-19,Community Outreach,Healthcare,Nizhny Tagil,Female,25-34,Analyst,No,No,Yes,Professional,No,0,0,0,1,2026,5,May
3094,2026-05-19,Educational Event,Gender Equality,Yekaterinburg,Male,45-54,Coordinator,Yes,No,Yes,Leadership,Yes,1,1,0,1,2026,5,May
303,2026-05-20,Government Interaction,Gender Equality,Yekaterinburg,Male,45-54,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
1883,2026-05-20,Campaign Activity,Education,Kamensk-Uralsky,Female,45-54,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
1957,2026-05-20,Public Event,Transport,Revda,Male,18-24,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
611,2026-05-21,Government Interaction,Gender Equality,Revda,Male,35-44,Speaker,No,Yes,No,Visible,No,0,0,1,0,2026,5,May
625,2026-05-21,Public Event,Local Government,Kamensk-Uralsky,Male,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
1130,2026-05-21,Campaign Activity,Gender Equality,Yekaterinburg,Male,45-54,Coordinator,Yes,No,Yes,Leadership,Yes,1,1,0,1,2026,5,May
1635,2026-05-21,Government Interaction,Healthcare,Pervouralsk,Male,25-34,Coordinator,Yes,No,Yes,Leadership,Yes,1,1,0,1,2026,5,May
1716,2026-05-21,Campaign Activity,Local Government,Yekaterinburg,Male,18-24,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
2337,2026-05-21,Public Event,Youth Policy,Yekaterinburg,Male,35-44,Volunteer,Yes,No,No,Basic,No,0,1,0,0,2026,5,May
2354,2026-05-21,Meeting,Transport,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
2899,2026-05-21,Campaign Activity,Housing,Yekaterinburg,Male,25-34,Speaker,No,Yes,No,Visible,No,0,0,1,0,2026,5,May
3197,2026-05-21,Survey,Local Government,Yekaterinburg,Male,18-24,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
3420,2026-05-21,Community Outreach,Education,Yekaterinburg,Male,55+,Analyst,No,No,No,Professional,No,0,0,0,0,2026,5,May
690,2026-05-22,Community Outreach,Youth Policy,Yekaterinburg,Male,55+,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
1249,2026-05-22,Meeting,Youth Policy,Yekaterinburg,Male,45-54,Coordinator,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2026,5,May
1289,2026-05-22,Campaign Activity,Gender Equality,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
2220,2026-05-22,Campaign Activity,Social Policy,Kamensk-Uralsky,Female,25-34,Analyst,No,No,No,Professional,No,0,0,0,0,2026,5,May
2245,2026-05-22,Campaign Activity,Social Policy,Kamensk-Uralsky,Female,18-24,Speaker,Yes,Yes,No,Visible,No,0,1,1,0,2026,5,May
2570,2026-05-22,Government Interaction,Transport,Pervouralsk,Male,35-44,Analyst,Yes,No,No,Professional,No,0,1,0,0,2026,5,May
2962,2026-05-22,Campaign Activity,Healthcare,Yekaterinburg,Male,45-54,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
3356,2026-05-22,Community Outreach,Gender Equality,Yekaterinburg,Female,45-54,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
3444,2026-05-22,Public Event,Transport,Yekaterinburg,Female,25-34,Coordinator,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2026,5,May
3446,2026-05-22,Media Activity,Housing,Yekaterinburg,Female,35-44,Organizer,No,No,Yes,Leadership,Yes,1,0,0,1,2026,5,May
3565,2026-05-22,Media Activity,Local Government,Yekaterinburg,Male,18-24,Coordinator,Yes,No,Yes,Leadership,Yes,1,1,0,1,2026,5,May
23,2026-05-23,Campaign Activity,Social Policy,Revda,Male,45-54,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
883,2026-05-23,Survey,Transport,Pervouralsk,Male,25-34,Participant,No,Yes,No,Basic,No,0,0,1,0,2026,5,May
895,2026-05-23,Public Event,Local Government,Yekaterinburg,Male,35-44,Organizer,Yes,No,Yes,Leadership,Yes,1,1,0,1,2026,5,May
1222,2026-05-23,Public Event,Healthcare,Nizhny Tagil,Female,55+,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
1997,2026-05-23,Media Activity,Economic Policy,Yekaterinburg,Female,25-34,Volunteer,No,No,No,Basic,No,0,0,0,0,2026,5,May
2366,2026-05-23,Public Event,Healthcare,Revda,Male,35-44,Organizer,Yes,No,Yes,Leadership,Yes,1,1,0,1,2026,5,May
2452,2026-05-23,Community Outreach,Youth Policy,Asbest,Male,45-54,Volunteer,No,No,No,Basic,No,0,0,0,0,2026,5,May
3481,2026-05-23,Survey,Gender Equality,Serov,Female,25-34,Speaker,No,Yes,No,Visible,No,0,0,1,0,2026,5,May
3524,2026-05-23,Educational Event,Local Government,Yekaterinburg,Female,25-34,Analyst,No,No,No,Professional,No,0,0,0,0,2026,5,May
266,2026-05-24,Campaign Activity,Local Government,Nizhny Tagil,Female,45-54,Speaker,Yes,Yes,Yes,Visible,No,0,1,1,1,2026,5,May
2164,2026-05-24,Media Activity,Youth Policy,Revda,Female,25-34,Speaker,No,Yes,No,Visible,No,0,0,1,0,2026,5,May
2418,2026-05-24,Educational Event,Entrepreneurship,Yekaterinburg,Male,45-54,Organizer,No,No,Yes,Leadership,Yes,1,0,0,1,2026,5,May
2419,2026-05-24,Survey,Gender Equality,Kamensk-Uralsky,Female,18-24,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
2895,2026-05-24,Educational Event,Healthcare,Yekaterinburg,Male,25-34,Volunteer,No,No,No,Basic,No,0,0,0,0,2026,5,May
1144,2026-05-25,Public Event,Housing,Yekaterinburg,Male,35-44,Coordinator,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2026,5,May
1431,2026-05-25,Meeting,Transport,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
1637,2026-05-25,Meeting,Education,Asbest,Female,55+,Speaker,No,Yes,No,Visible,No,0,0,1,0,2026,5,May
2741,2026-05-25,Educational Event,Local Government,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
3070,2026-05-25,Educational Event,Transport,Pervouralsk,Female,25-34,Volunteer,No,No,No,Basic,No,0,0,0,0,2026,5,May
3126,2026-05-25,Campaign Activity,Education,Kamensk-Uralsky,Female,25-34,Coordinator,No,Yes,Yes,Leadership,Yes,1,0,1,1,2026,5,May
3529,2026-05-25,Educational Event,Gender Equality,Pervouralsk,Male,25-34,Coordinator,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2026,5,May
543,2026-05-26,Meeting,Social Policy,Yekaterinburg,Male,25-34,Coordinator,No,Yes,Yes,Leadership,Yes,1,0,1,1,2026,5,May
653,2026-05-26,Meeting,Youth Policy,Yekaterinburg,Male,25-34,Organizer,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2026,5,May
1000,2026-05-26,Campaign Activity,Youth Policy,Yekaterinburg,Female,35-44,Volunteer,No,No,No,Basic,No,0,0,0,0,2026,5,May
1245,2026-05-26,Campaign Activity,Social Policy,Yekaterinburg,Female,35-44,Volunteer,No,No,No,Basic,No,0,0,0,0,2026,5,May
1353,2026-05-26,Public Event,Housing,Yekaterinburg,Female,45-54,Speaker,No,Yes,No,Visible,No,0,0,1,0,2026,5,May
1398,2026-05-26,Community Outreach,Social Policy,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
1457,2026-05-26,Community Outreach,Education,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
1892,2026-05-26,Government Interaction,Youth Policy,Yekaterinburg,Male,35-44,Coordinator,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2026,5,May
2089,2026-05-26,Survey,Housing,Serov,Male,45-54,Participant,No,No,No,Basic,No,0,0,0,0,2026,5,May
